"BTH",N/A,N/A,0,N/A,0,N/A,6
"CATM",5.92,1.91,1.16,2.44B,11.33,53.12,45.72
"BTU",N/A,N/A,0.00,N/A,0.00,2.07,8.95
"CATO",1.92,0.80,1.43,798.56M,2.75,30.02,33.67
"BTX",3.25,61.65,0.00,383.34M,19.53,3.78,3.19
"CATY",1.64,6.39,2.15,2.97B,4.78,37.32,31.21
"BUCY",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CAVM",5.01,8.84,1.45,4.38B,7.85,63.11,51.60
"BUSE",1.91,5.48,3.30,1.15B,3.39,29.72,23.64
"CB",1.28,2.20,7.02,62.00B,3.53,132.71,126.64
"BWA",2.28,0.95,1.19,8.49B,4.92,39.74,34.36
"CBB",N/A,0.77,6.97,939.26M,4.70,21.75,21.17
"BWC",N/A,N/A,0.00,N/A,0.00,32.80,31.00
"CBE",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BWEN",0.90,0.36,5.82,63.91M,0.31,4.10,4.40
"CBEY",N/A,N/A,0,N/A,0,N/A,0
"BWINB",0.93,1.22,2.40,379.36M,3.51,25.00,25.46
"CBG",3.63,0.82,1.28,10.68B,3.38,31.76,28.58
"BWLD",4.82,1.53,1.36,3.01B,4.31,166.55,153.33
"CBI",1.62,0.31,12.18,3.50B,3.60,35.24,32.48
"BWS",N/A,N/A,0,N/A,0,30,31
"CBK",0.89,0.20,-0.28,77.79M,5.79,2.10,1.81
"BXP",3.46,7.50,5.65,19.40B,2.38,124.34,131.43
"CBKN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BXS",1.62,3.87,4.07,2.80B,3.53,29.75,24.47
"CBL",1.65,1.87,3.52,2.02B,5.47,11.64,11.55
"BYD",2.54,1.08,0.70,2.34B,4.86,20.84,19.08
"CBLI",1.97,4.63,0.00,17.58M,1.46,1.60,2.02
"BYI",N/A,N/A,0,N/A,0,N/A,80
"CBM",4.76,3.72,1.35,1.71B,2.92,54.30,48.27
"BZ",N/A,N/A,0,N/A,0,N/A,0
"CBNJ",N/A,N/A,0.00,N/A,0.00,14.59,13.07
"BZH",0.71,0.25,3.64,451.45M,3.83,14.31,10.52
"CBOE",21.26,9.65,5.03,6.13B,6.62,75.72,67.41
"C",0.80,2.66,2.70,170.01B,1.58,59.75,48.00
"CBOU",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CA",2.39,3.30,4.31,13.67B,6.06,32.02,32.83
"CBR",0.4223,0.1009,-0.0700,65.26M,7.0800,0.8400,1.1806
"CAB",2.20,1.02,1.92,4.30B,3.85,62.80,55.09
"CBRL",7.52,1.41,2.25,4.15B,11.19,171.08,153.69
"CAC",1.68,4.62,0.00,669.32M,6.08,42.72,31.98
"CBRX",N/A,N/A,0,N/A,0,8,6
"CACB",1.62,5.10,3.84,599.66M,0.48,7.94,6.15
"CBS",5.27,1.92,0.84,27.65B,3.30,64.54,55.19
"CACC",3.59,5.50,2.01,4.24B,11.91,205.57,190.60
"CBSH",2.41,5.29,2.76,5.88B,6.53,57.30,50.23
"CACI",1.86,0.76,3.34,3.08B,2.10,125.30,103.24
"CBST",N/A,N/A,0,N/A,0,N/A,85
"CADX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CBT",2.57,1.36,1.12,3.32B,2.45,52.61,49.70
"CAG",4.52,1.46,1.85,16.79B,2.32,38.41,36.44
"CBU",2.16,6.53,2.64,2.69B,18.04,60.35,47.08
"CAH",3.62,0.19,1.27,23.59B,2.69,73.76,77.02
"CBZ",1.52,0.92,1.21,719.86M,4.07,13.70,11.30
"CAK",N/A,N/A,0,N/A,0,N/A,0
"CCBG",1.23,2.66,5.28,350.09M,6.16,20.30,15.46
"CAKE",4.86,1.30,1.81,2.84B,7.09,62.54,52.59
"CCC",2.05,1.75,4.93,898.75M,4.87,17.50,15.17
"CALD",4.73,5.39,2.31,1.06B,3.95,16.75,18.60
"CCE",2.26,1.17,2.12,15.59B,1.24,32.47,37.15
"CALM",2.37,1.36,-0.89,2.09B,32.24,43.25,41.44
"CCF",4.72,3.45,0.00,823.63M,2.93,89.15,66.48
"CALP",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CCG",N/A,N/A,0,N/A,0,N/A,6
"CALX",1.77,0.90,-19.63,382.99M,7.21,7.95,7.28
"CCI",4.28,7.54,-3.13,29.46B,1.33,85.70,92.70
"CAM",N/A,N/A,0.00,N/A,0.00,66.01,65.09
"CCIX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CCK",15.61,0.87,1.57,7.38B,2.59,52.78,53.61
"CHE",5.30,1.64,2.20,2.59B,14.31,159.26,140.26
"CCL",1.64,2.33,0.95,37.46B,7.40,51.50,47.69
"CHFC",1.46,9.33,4.76,3.77B,4.93,53.12,43.87
"CCMP",3.00,3.47,2.59,1.52B,3.14,61.57,51.08
"CHFN",1.13,3.84,0.00,232.58M,4.44,15.94,13.35
"CCNE",1.79,4.20,0.00,392.20M,4.63,26.93,20.18
"CHG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CCO",N/A,0.66,7.86,1.77B,8.56,5.00,6.20
"CHH",N/A,3.35,3.47,3.13B,3.37,55.75,48.13
"CCOI",N/A,4.24,3.01,1.85B,7.64,41.20,38.44
"CHK",N/A,0.64,-20.51,5.60B,2.22,7.18,5.79
"CCRN",2.99,0.60,0.82,506.04M,6.35,14.70,13.39
"CHKE",2.12,4.31,1.82,145.05M,4.21,11.15,11.05
"CDE",2.41,2.31,-0.39,1.56B,1.38,9.08,11.70
"CHMT",2.13,1.25,0.94,2.09B,1.53,33.20,30.15
"CDI",0.76,0.16,-0.45,149.24M,6.18,7.75,6.23
"CHRS",37.58,6.19,0.00,1.21B,8.05,28.30,25.82
"CDNS",7.90,4.10,1.98,7.37B,5.13,25.54,25.19
"CHRW",8.17,0.80,2.91,10.57B,9.61,73.11,71.33
"CDR",1.37,3.44,-11.38,526.77M,21.00,6.36,7.13
"CHS",3.29,0.82,1.68,2.03B,3.50,15.81,12.35
"CDXS",8.66,3.92,-1.60,201.98M,9.32,4.80,4.36
"CHSI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CDZI",N/A,642.84,0.00,208.28M,17.33,10.95,7.42
"CHSP",1.30,2.52,2.86,1.56B,3.17,26.67,23.94
"CE",4.31,2.16,1.35,11.73B,2.90,81.65,69.36
"CHTP",N/A,N/A,0,N/A,0,N/A,0
"CEC",N/A,N/A,0,N/A,0,N/A,1
"CHTR",1.94,3.68,3.15,78.20B,5.02,288.44,252.74
"CECO",1.96,0.93,5.36,713.00M,2.93,10.17,7.27
"CHUX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CEDC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CI",2.51,0.89,1.53,35.45B,0.95,136.76,129.88
"CEG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CIA",2.05,2.25,0.00,585.45M,32.16,10.77,8.97
"CELG",16.00,8.36,0.88,89.71B,1.52,116.62,108.01
"CIE",0.45,49.04,-0.25,463.66M,11.86,1.08,1.32
"CELL",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CIEN",4.24,1.25,0.83,3.36B,5.15,23.27,20.94
"CENTA",2.83,0.86,2.23,1.57B,1.36,30.62,24.13
"CIGX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CENX",0.80,0.55,0.91,739.27M,5.30,8.66,7.40
"CIM",1.05,5.40,2.29,3.27B,2.06,17.00,16.11
"CEPH",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CINF",1.73,2.28,-3.15,12.60B,5.60,74.69,74.21
"CERN",3.88,3.58,1.50,16.53B,3.41,48.92,58.37
"CIR",2.63,1.84,7.02,1.09B,7.72,66.69,58.47
"CERS",7.04,13.87,0.00,500.78M,15.53,4.92,5.98
"CIT",0.78,2.67,-1.58,8.66B,2.97,43.26,35.92
"CETV",N/A,0.62,-0.50,392.70M,44.51,2.70,2.37
"CIX",1.32,1.51,0.00,160.21M,7.33,13.15,11.90
"CEVA",3.53,10.69,1.44,722.88M,2.85,34.00,30.55
"CKH",1.05,1.39,-0.17,1.22B,15.05,69.51,58.04
"CF",1.78,1.75,-3.54,6.59B,5.03,29.48,25.67
"CKP",N/A,N/A,0.00,N/A,0.00,10.14,7.81
"CFFN",1.57,10.08,5.19,2.19B,10.64,16.34,14.43
"CL",N/A,3.83,2.79,58.72B,2.44,66.23,71.67
"CFN",N/A,N/A,0,N/A,0,60,57
"CLB",33.67,8.45,7.28,5.29B,10.43,120.29,114.30
"CFNB",0.83,6.28,0.00,160.87M,11.28,15.55,14.61
"CLC",3.48,2.89,3.90,4.00B,4.97,82.37,64.73
"CFNL",2.32,5.64,-2.53,1.08B,1.46,31.96,26.12
"CLD",0.37,0.43,-4.89,343.39M,2.76,5.84,4.24
"CFR",1.76,5.20,2.08,5.46B,6.90,84.57,72.14
"CLDT",1.18,2.79,2.21,815.45M,4.46,21.19,20.52
"CFX",1.56,1.23,2.53,4.54B,2.90,37.85,30.88
"CLDX",1.79,57.84,0.00,394.87M,6.70,3.83,4.07
"CGI",0.60,0.21,4.03,209.87M,9.37,8.05,8.12
"CLF",N/A,1.16,2.53,2.02B,3.17,9.20,6.57
"CGNX",5.85,11.30,1.76,5.55B,6.15,64.51,50.25
"CLFC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CGX",N/A,N/A,0,N/A,0,N/A,0
"CLGX",2.95,1.71,1.30,3.18B,2.52,36.97,39.19
"CHCO",2.31,6.31,2.52,1.01B,14.20,66.98,51.37
"CLH",3.01,1.19,204.04,3.31B,5.50,57.78,49.89
"CHD",5.48,3.35,3.33,11.54B,4.81,44.96,48.02
"CLI",1.65,4.00,-4.92,2.54B,10.46,27.92,27.07
"CHDN",3.60,1.92,2.25,2.51B,10.09,152.65,140.04
"CLMS",0.66,0.75,17.35,172.25M,6.14,7.36,6.96
"CHDX",N/A,N/A,0,N/A,0,N/A,24
"CLNE",1.00,1.07,-0.78,448.84M,4.76,3.28,3.78
"CLNY",0.82,3.14,5.44,2.34B,8.27,20.45,18.28
"CODI",1.18,1.01,1.73,952.95M,2.48,17.40,17.38
"CLP",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"COF",0.93,2.36,2.31,45.12B,2.46,89.67,72.43
"CLR",4.55,9.62,-0.23,19.22B,5.65,52.28,47.90
"COG",3.54,9.14,-1.92,10.16B,3.75,21.79,24.03
"CLUB",N/A,0.17,1.40,66.09M,2.29,2.80,2.70
"COH",3.63,2.20,1.61,9.89B,2.81,35.32,38.42
"CLW",2.32,0.63,3.72,1.13B,3.98,65.45,62.36
"COHR",3.68,3.95,1.36,3.31B,4.10,137.89,107.91
"CLWR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"COHU",1.54,1.35,2.71,364.07M,1.98,13.88,11.47
"CLX",53.02,2.64,3.33,15.32B,4.96,119.04,126.07
"COKE",6.02,0.55,0.00,1.62B,4.55,174.06,147.56
"CMA",1.51,4.54,1.20,11.69B,2.66,67.67,49.44
"COL",5.84,2.31,2.57,12.24B,4.95,93.21,85.82
"CMC",1.90,0.57,3.88,2.59B,3.81,22.61,17.50
"COLB",1.99,6.22,2.72,2.52B,6.21,43.62,32.88
"CMCO",1.75,0.85,1.83,525.27M,2.18,25.90,18.42
"COLM",2.74,1.74,2.53,4.04B,3.40,58.95,57.71
"CMCSA",3.13,2.13,1.58,167.86B,2.96,69.86,65.84
"CONN",0.76,0.24,-1.05,421.23M,14.06,12.75,9.02
"CME",1.95,11.91,3.99,41.54B,2.96,122.66,105.12
"COO",3.20,4.39,1.47,8.63B,4.34,175.21,176.46
"CMG",7.89,2.93,-44.24,11.28B,4.13,392.07,405.08
"COP",1.78,2.79,0.47,64.40B,1.87,51.94,43.43
"CMI",3.27,1.28,-9.68,23.03B,2.54,135.35,124.72
"COR",7.87,6.80,2.39,2.63B,3.72,77.45,78.19
"CMLS",0.62,0.03,0.10,31.36M,1.34,1.09,0.68
"CORE",3.84,0.18,2.22,1.99B,7.18,42.94,40.64
"CMN",N/A,N/A,0.00,N/A,0.00,81.14,72.84
"CORT",29.65,12.81,-1.50,940.43M,4.78,8.36,6.54
"CMO",0.91,8.87,1.24,1.00B,4.28,10.21,9.83
"COST",5.89,0.59,2.62,71.80B,2.94,160.41,156.44
"CMP",3.97,2.70,6.62,2.69B,25.23,78.50,74.48
"COV",N/A,N/A,0,N/A,0,N/A,0
"CMRG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"COWN",0.56,1.06,-6.79,426.66M,10.01,16.25,4.21
"CMS",2.72,1.85,2.79,11.69B,3.31,41.50,42.53
"CPA",2.17,1.79,0.18,3.90B,7.08,90.79,77.63
"CMTL",0.59,0.56,2.33,282.06M,3.02,11.51,13.01
"CPB",11.50,2.30,3.47,18.37B,3.27,59.53,58.84
"CNA",0.90,1.19,1.03,11.23B,2.53,40.78,34.19
"CPE",2.33,16.55,0.58,2.58B,4.74,15.95,13.72
"CNBC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CPF",1.83,4.67,2.59,946.17M,3.30,30.67,25.75
"CNBKA",1.47,3.89,0.00,341.54M,6.24,61.80,46.15
"CPHD",N/A,N/A,0.00,N/A,0.00,52.95,38.36
"CNC",1.69,0.29,0.75,9.60B,1.21,56.52,65.24
"CPK",2.54,2.41,3.98,1.13B,5.78,68.35,63.14
"CNH",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CPKI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNK",3.68,1.54,1.31,4.51B,4.97,38.84,38.12
"CPLA",5.06,2.31,2.45,1.03B,1.50,88.05,63.93
"CNL",N/A,N/A,0.00,N/A,0.00,55.36,51.70
"CPN",1.30,0.62,22.55,4.19B,3.89,11.56,13.02
"CNMD",2.13,1.66,1.85,1.24B,6.58,44.80,42.53
"CPO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNO",0.75,0.85,2.61,3.38B,1.09,19.31,16.90
"CPRT",7.92,4.83,1.69,6.41B,7.42,55.85,51.84
"CNP",3.01,1.45,3.39,10.53B,2.57,24.29,23.25
"CPSI",2.02,1.28,0.96,318.28M,11.36,23.70,30.38
"CNQR",N/A,N/A,0,N/A,0,N/A,128
"CPST",0.89,0.39,-0.10,27.83M,8.49,0.81,1.30
"CNS",5.83,4.64,0.89,1.61B,7.31,34.61,39.78
"CPT",2.36,7.56,1.49,7.20B,3.87,81.83,83.54
"CNSL",6.76,1.84,20.41,1.40B,12.26,27.51,25.80
"CPTS",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNU",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CPWM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNVO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CPWR",N/A,N/A,0,N/A,0,N/A,10
"CNW",N/A,N/A,0,N/A,0,N/A,41
"CPX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CNX",1.06,1.96,-1.17,4.30B,7.37,19.21,17.70
"CQB",N/A,N/A,0,N/A,0,N/A,2
"COBZ",2.30,4.71,1.99,675.61M,8.57,16.61,13.20
"CR",3.25,1.55,2.04,4.32B,0.91,72.66,64.13
"COCO",N/A,N/A,0.0000,N/A,0.0000,N/A,0.0671
"CRAI",1.45,0.95,3.29,300.06M,1.53,36.59,27.90
"CODE",N/A,N/A,0,N/A,0,39,28
"CRAY",1.75,1.52,2.85,825.34M,5.14,20.90,24.70
"CRD.B",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CTIC",7.07,2.13,0.00,123.21M,0.57,0.45,0.39
"CRDN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CTL",0.95,0.75,-14.92,13.22B,3.66,24.17,27.55
"CREE",1.16,1.75,-5.41,2.76B,7.35,27.07,25.09
"CTO",2.15,4.87,0.00,308.07M,16.07,53.69,50.26
"CRI",5.78,1.43,1.44,4.50B,3.21,90.42,96.68
"CTRN",1.29,0.41,1.39,282.81M,1.32,19.12,18.42
"CRIS",11.00,57.71,0.00,430.08M,4.36,2.98,2.24
"CTS",2.57,2.02,2.08,787.88M,5.94,24.00,19.16
"CRK",N/A,0.77,-0.04,133.47M,4.13,9.63,6.74
"CTSH",3.32,2.57,1.55,34.39B,1.29,56.26,55.91
"CRL",4.13,2.29,1.34,3.55B,4.31,75.74,80.80
"CTWS",2.68,6.49,4.59,632.59M,6.19,56.64,51.57
"CRM",7.15,6.16,2.38,48.43B,1.76,69.86,76.65
"CTXS",6.00,4.14,1.68,14.26B,6.43,90.69,85.58
"CRMT",1.49,0.60,2.85,353.57M,7.56,44.55,35.88
"CUB",1.94,0.92,4.41,1.32B,6.56,49.55,44.27
"CROX",1.90,0.49,-5.52,525.85M,4.41,7.09,9.11
"CUZ",1.04,8.70,0.00,3.26B,4.43,8.19,9.65
"CRR",0.39,1.87,-0.28,248.84M,6.53,9.08,11.30
"CV",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CRRC",N/A,N/A,0.00,N/A,0.00,N/A,21.32
"CVA",3.96,1.18,-2.81,2.04B,7.79,15.35,15.39
"CRS",1.58,1.01,2.49,1.76B,6.90,37.87,36.68
"CVBF",2.40,8.21,2.42,2.43B,10.03,22.30,17.84
"CRTX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CVC",N/A,N/A,0.00,N/A,0.00,34.87,34.86
"CRUS",3.78,2.89,0.70,3.68B,3.32,57.54,48.97
"CVCO",2.45,1.24,1.88,910.89M,4.30,100.95,97.21
"CRVL",4.76,1.36,0.00,696.84M,1.17,35.60,39.47
"CVD",N/A,N/A,0,N/A,0,106,82
"CRWN",N/A,N/A,0.00,N/A,0.00,N/A,5.14
"CVG",1.74,0.80,1.34,2.41B,6.20,24.52,27.66
"CRY",3.11,3.62,1.45,627.40M,4.20,19.30,15.69
"CVGI",2.08,0.23,1.84,161.76M,0.21,5.31,5.02
"CRZO",N/A,6.66,1.04,2.52B,5.50,39.05,37.34
"CVGW",4.63,1.12,3.90,980.02M,7.88,57.80,63.11
"CSA",N/A,N/A,0.00,N/A,0.00,41.72,36.60
"CVH",N/A,N/A,0,N/A,0,N/A,9
"CSBK",1.24,13.83,0.00,374.10M,21.53,16.90,15.34
"CVI",2.06,0.42,62.77,1.86B,5.14,21.23,15.74
"CSC",4.15,1.15,2.76,8.58B,4.65,60.23,52.12
"CVLT",5.48,3.88,4.66,2.45B,2.02,53.70,50.79
"CSCO",2.42,3.14,1.41,154.36B,1.73,30.59,30.33
"CVO",N/A,0.03,-0.17,60.11M,4.97,6.97,7.30
"CSE",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CVS",2.36,0.49,1.25,85.24B,1.16,79.56,89.50
"CSFL",2.15,5.30,2.45,1.20B,1.77,24.80,18.17
"CVTI",1.63,0.53,4.25,355.69M,3.59,20.21,19.66
"CSGP",3.84,7.64,2.28,6.18B,3.14,190.53,206.52
"CVX",1.52,2.20,3.57,222.10B,4.41,118.08,104.11
"CSGS",6.00,1.98,3.83,1.52B,8.77,49.02,41.88
"CW",3.47,2.09,3.27,4.50B,2.16,100.88,89.73
"CSH",N/A,N/A,0.00,N/A,0.00,42.20,39.65
"CWCO",1.09,2.76,2.63,160.03M,3.43,10.65,12.19
"CSII",8.35,4.70,-8.33,847.40M,4.90,26.00,22.19
"CWEI",10.40,12.07,0.00,2.01B,3.94,108.70,66.38
"CSL",2.96,1.98,1.22,7.32B,4.28,112.46,105.64
"CWH",N/A,0.17,3.02,602.89M,0.28,31.77,24.51
"CSOD",102.52,5.69,8.06,2.34B,2.28,41.52,41.63
"CWST",N/A,0.90,79.49,508.64M,1.82,12.24,9.82
"CSS",0.95,0.84,0.00,258.33M,3.60,28.43,26.29
"CWT",2.51,2.74,4.66,1.65B,8.71,34.10,32.46
"CSTR",1.59,4.96,0.00,223.27M,1.83,19.53,17.94
"CWTR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CSU",3.95,1.11,0.63,501.44M,5.41,16.80,16.92
"CXO",2.71,13.00,48.38,19.53B,4.12,138.25,129.47
"CSWC",0.89,15.61,0.00,250.94M,1.03,15.80,14.48
"CXPO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CSX",2.90,3.12,3.44,33.94B,1.80,36.04,29.88
"CXS",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CTAS",6.32,2.51,2.44,12.61B,6.38,119.69,107.83
"CXW",1.95,1.54,1.12,2.84B,1.81,24.00,23.43
"CTB",1.97,0.71,-12.69,2.11B,8.79,38.95,34.56
"CY",1.79,1.93,1.00,3.66B,7.38,11.00,11.04
"CTBI",1.56,4.59,3.29,788.17M,3.21,44.45,37.30
"CYBX",N/A,N/A,0.00,N/A,0.00,N/A,63.13
"CTCT",N/A,N/A,0.00,N/A,0.00,N/A,27.72
"CYH",0.34,0.03,161.43,615.45M,3.95,5.65,10.17
"CTGX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CYMI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"CYN",N/A,N/A,0,N/A,0,N/A,90
"DGX",2.75,1.71,2.23,12.81B,4.20,92.31,83.49
"CYNO",2.39,2.64,1.74,1.02B,7.16,45.75,49.23
"DHI",1.54,0.86,0.96,10.45B,1.85,28.04,30.60
"CYS",0.78,5.31,-1.35,1.21B,1.96,7.71,8.49
"DHIL",4.68,5.24,0.00,674.89M,2.48,209.91,190.73
"CYT",N/A,N/A,0,N/A,0,N/A,70
"DHR",2.36,2.41,2.29,54.37B,3.26,79.22,78.51
"CYTX",2.38,2.78,0.00,32.80M,3.60,1.59,1.96
"DHT",0.54,0.99,0.92,355.72M,4.02,3.89,4.49
"CZNC",1.63,5.45,0.00,311.70M,11.62,25.64,21.79
"DHX",3.18,1.36,1.23,326.06M,3.26,6.50,6.88
"D",3.18,4.24,3.30,47.95B,6.84,75.87,74.68
"DIN",5.86,2.31,3.52,1.44B,2.60,83.03,80.97
"DAKT",2.17,0.76,1.38,458.34M,9.71,10.21,8.24
"DIOD",1.58,1.37,1.20,1.27B,6.66,25.89,20.56
"DAL",2.97,0.94,0.93,37.31B,1.58,50.16,40.77
"DIS",3.84,2.97,1.70,167.58B,2.10,103.91,96.31
"DAN",3.51,0.47,53.85,2.73B,2.16,18.84,14.36
"DISCA",3.25,2.00,0.91,12.87B,5.95,28.39,26.27
"DAR",1.14,0.68,8.07,2.25B,1.63,13.73,14.21
"DISH",6.33,1.79,-16.96,27.00B,5.86,58.40,53.89
"DBD",2.55,0.70,1.54,1.89B,4.67,24.95,25.14
"DK",1.57,0.28,-1.42,1.48B,4.77,24.02,16.32
"DCI",7.22,2.52,3.18,5.70B,9.49,42.72,37.28
"DKS",3.37,0.84,1.50,6.46B,1.81,56.96,53.97
"DCO",1.38,0.52,60.00,295.41M,2.34,26.14,22.01
"DLA",1.00,0.36,0.74,149.53M,7.51,20.04,19.49
"DCOM",1.29,3.36,12.85,734.82M,4.65,19.55,17.56
"DLB",2.36,4.59,1.76,4.71B,5.52,45.86,49.10
"DCT",2.32,11.24,-2.00,4.30B,3.05,46.94,47.02
"DLGC",N/A,N/A,0.00,N/A,0.00,N/A,0.15
"DCTH",0.47,1.74,-0.04,2.94M,0.98,1.39,3.26
"DLLR",N/A,N/A,0,N/A,0,N/A,0
"DD",6.84,2.64,2.91,65.23B,3.06,74.86,68.70
"DLR",3.63,7.22,-24.07,15.35B,9.56,94.59,98.20
"DDD",2.64,2.60,3.55,1.70B,8.58,15.06,14.60
"DLTR",3.94,0.97,1.06,19.89B,2.06,84.20,86.64
"DDIC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DLX",4.10,1.90,1.92,3.53B,12.02,71.72,66.96
"DDR",1.88,5.37,-8.25,5.56B,1.75,15.04,17.31
"DM",1.41,6.42,10.51,2.18B,1.60,27.80,26.00
"DDS",1.22,0.32,-1.50,2.16B,6.16,63.50,63.36
"DMAN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DE",4.91,1.21,1.19,32.19B,5.71,101.76,86.31
"DMD",N/A,N/A,0.00,N/A,0.00,6.35,5.63
"DECK",1.82,0.95,4.68,1.72B,5.91,54.16,59.91
"DMND",N/A,N/A,0.00,N/A,0.00,N/A,35.96
"DEI",2.92,7.71,12.17,5.54B,3.37,36.52,36.20
"DMRC",3.61,13.03,-0.61,282.32M,19.01,27.95,33.20
"DEL",3.94,4.56,0.00,952.01M,7.67,78.99,67.69
"DNB",N/A,2.62,2.97,4.43B,3.14,120.03,128.48
"DELL",N/A,N/A,0,N/A,0,N/A,0
"DNBK",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DENN",N/A,1.89,1.73,944.22M,3.85,12.90,11.08
"DNDN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DEPO",3.93,2.58,1.12,1.12B,5.12,18.57,21.07
"DNR",1.77,1.56,-149.22,1.53B,6.26,3.85,3.26
"DEST",1.05,0.22,0.00,98.38M,25.22,7.00,6.43
"DO",0.72,1.56,-0.57,2.64B,6.40,19.18,19.84
"DF",3.37,0.26,0.99,1.98B,7.13,21.97,17.96
"DOLE",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DFG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DORM",4.32,3.00,1.63,2.52B,20.04,72.65,62.64
"DFR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DOV",3.10,1.75,3.31,11.76B,1.27,75.58,70.94
"DFS",2.63,3.94,1.75,28.47B,1.84,71.69,58.67
"DOW",2.62,1.41,2.45,65.91B,7.81,58.41,53.26
"DFT",4.03,6.47,13.04,3.27B,6.79,42.40,43.53
"DOX",2.54,2.35,2.25,8.84B,1.62,59.56,58.60
"DFZ",N/A,N/A,0,N/A,0,N/A,19
"DPL",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DG",3.96,1.00,1.64,20.98B,2.77,76.85,81.20
"DPS",7.83,2.60,2.08,16.60B,4.51,90.65,91.49
"DGI",1.50,2.53,133.37,1.86B,12.25,29.05,25.99
"DPZ",N/A,3.21,2.11,7.75B,3.80,160.04,149.06
"DGICA",1.04,0.69,1.42,484.15M,2.67,17.29,16.15
"DRC",N/A,N/A,0.00,N/A,0.00,85.18,82.23
"DGII",1.19,1.78,1.09,371.13M,1.11,13.70,11.53
"DRCO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DGIT",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DRE",2.67,10.16,6.39,9.28B,1.95,26.18,26.34
"DRH",1.23,2.45,-2.11,2.28B,4.76,11.30,9.72
"ECOL",3.83,2.10,3.06,1.06B,5.33,48.15,45.11
"DRI",5.16,1.34,1.39,9.31B,5.41,75.53,65.39
"ECPG",1.18,0.63,0.53,689.36M,10.31,26.75,23.35
"DRIV",N/A,N/A,0,N/A,0,N/A,24
"ECYT",0.80,1678.64,0.00,117.51M,11.60,2.78,3.12
"DRL",N/A,N/A,0,N/A,0,1,5
"ED",1.55,1.83,8.57,22.26B,5.94,72.68,75.40
"DRQ",1.71,3.70,-0.47,2.31B,11.54,62.45,56.20
"EDE",1.82,2.49,4.61,1.51B,7.67,34.08,33.99
"DRRX",13.23,10.87,-0.23,174.61M,6.63,1.23,1.44
"EDMC",N/A,0.0005,0.0000,1.03M,15.6600,0.0086,0.0147
"DSPG",1.81,1.93,4.63,259.46M,2.69,12.20,11.06
"EDR",1.66,10.69,6.38,3.04B,8.82,40.93,43.49
"DST",3.06,1.20,1.92,3.45B,1.27,108.35,114.28
"EE",1.77,2.17,2.87,1.91B,2.32,46.90,45.93
"DSW",2.11,0.72,3.56,1.96B,2.98,24.20,22.68
"EEFT",4.12,2.00,1.25,3.86B,3.28,72.98,77.16
