"DTE",1.93,1.72,3.25,17.63B,3.51,98.20,94.73
"EF",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DTG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EFII",2.46,2.08,1.02,2.09B,13.28,43.69,44.78
"DTSI",N/A,N/A,1.20,N/A,0.00,42.52,33.82
"EFSC",2.12,5.19,1.93,832.46M,1.52,40.45,31.63
"DTV",N/A,N/A,0.00,N/A,0.00,53.99,51.87
"EFX",5.09,4.65,1.76,13.89B,1.86,116.97,127.53
"DUF",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EGBN",2.52,7.73,1.83,2.06B,9.86,61.30,51.31
"DUK",1.30,2.31,9.61,53.14B,2.31,76.59,80.19
"EGHT",4.70,5.66,3.05,1.35B,3.77,14.60,14.26
"DUSA",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EGLE",N/A,N/A,0.00,N/A,0.00,5.92,7.20
"DV",1.25,1.08,1.95,2.04B,8.86,31.90,22.99
"EGN",1.79,9.07,-2.22,5.71B,3.07,58.52,53.12
"DVA",2.65,0.88,1.28,12.87B,3.12,64.94,68.09
"EGOV",10.33,5.38,1.30,1.65B,5.72,25.35,22.99
"DVAX",1.57,38.21,0.00,169.52M,3.43,4.40,11.99
"EGP",3.95,9.58,4.87,2.39B,4.56,72.51,70.06
"DVN",4.25,2.39,-115.23,24.63B,1.71,47.38,41.14
"EGY",21.64,1.13,-1.34,73.88M,1.17,1.19,0.94
"DVOX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EHTH",2.10,1.01,12.33,190.20M,2.59,10.60,11.48
"DVR",N/A,N/A,0,N/A,0,N/A,0
"EIG",1.38,1.53,1.78,1.20B,2.14,36.65,30.83
"DW",5.01,1.65,1.43,2.70B,4.27,108.15,93.61
"EIX",1.98,2.06,8.65,23.33B,3.03,71.72,73.05
"DWA",N/A,N/A,0.00,N/A,0.00,40.97,0.00
"EK",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DWSN",1.07,1.20,-0.13,192.52M,7.99,8.82,7.48
"EL",7.63,2.47,2.25,27.95B,2.57,76.13,87.73
"DX",0.90,10.94,-0.75,348.47M,2.06,7.02,7.00
"ELGX",4.33,3.13,-0.26,590.41M,6.70,7.00,11.54
"DXCM",20.47,10.06,-2.51,5.37B,4.19,63.41,80.01
"ELLI",4.36,8.36,1.51,2.77B,2.66,81.98,93.85
"DXPE",2.66,0.62,91.63,635.54M,2.88,36.65,23.76
"ELMG",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"DY",4.03,0.88,1.10,2.49B,5.96,78.61,85.13
"ELNK",21.79,0.59,23.21,589.69M,1.42,5.49,6.18
"DYAX",N/A,N/A,0.00,N/A,0.00,N/A,29.05
"ELON",0.8939,0.6683,0.0000,22.24M,0.9100,5.1999,5.0073
"DYN",0.56,0.24,-0.35,1.01B,3.88,8.71,13.23
"ELRC",N/A,N/A,0.00,N/A,0.00,N/A,11.39
"EAT",N/A,0.79,1.57,2.52B,5.73,51.52,50.05
"ELS",7.00,7.04,12.65,6.10B,2.81,70.99,75.50
"EBAY",4.85,3.72,2.05,32.84B,1.79,29.61,28.91
"ELX",N/A,N/A,0,N/A,0,8,7
"EBF",1.79,0.82,3.39,446.51M,6.69,17.50,17.01
"ELY",2.20,1.23,0.74,1.06B,2.23,11.28,11.08
"EBIX",4.47,6.66,2.12,1.93B,20.77,59.25,54.76
"EM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EBS",2.65,2.74,1.52,1.38B,10.21,35.88,30.68
"EMAN",2.59,2.62,-1.78,61.66M,6.40,1.95,2.32
"EBSB",1.59,7.82,2.50,958.46M,3.12,18.60,15.77
"EMC",N/A,N/A,0.00,N/A,0.00,29.05,27.28
"EBTC",1.97,4.44,0.00,426.25M,6.57,37.24,26.65
"EMCI",1.10,0.99,3.58,644.27M,4.03,29.39,27.39
"EBTX",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EME",2.76,0.59,1.49,4.34B,2.64,71.75,57.59
"ECHO",2.06,0.46,1.04,771.57M,12.57,26.75,24.04
"EMKR",2.16,2.52,1.42,233.58M,4.43,8.85,5.97
"ECL",5.10,2.65,2.36,35.15B,3.42,120.27,118.89
"EMN",2.51,1.23,2.26,11.18B,2.01,76.03,69.53
"EMR",4.73,2.47,6.53,36.19B,3.64,55.73,53.27
"ESSA",0.98,3.26,0.00,173.06M,3.88,16.60,14.02
"END",N/A,N/A,0,N/A,0,N/A,0
"ESSX",0.0941,0.0442,-0.0300,3.91M,0.5300,0.1750,0.2624
"ENDP",0.59,0.93,-4.80,3.57B,340.21,16.03,18.55
"ETFC",1.60,4.55,0.89,9.55B,1.50,34.56,27.90
"ENH",1.26,2.53,2.19,6.25B,1.48,92.42,76.01
"ETH",2.58,1.28,1.15,1.06B,20.14,36.85,33.29
"ENOC",1.70,0.44,-0.34,183.44M,14.91,6.25,6.05
"ETM",1.61,1.36,9.10,623.36M,8.26,15.25,13.84
"ENR",N/A,1.63,1.70,2.67B,5.23,43.04,47.86
"ETN",2.00,1.54,1.92,30.63B,1.07,68.06,64.26
"ENS",3.15,1.43,1.06,3.47B,2.25,77.61,68.17
"ETR",1.30,1.22,-1.27,13.11B,3.10,73.17,76.26
"ENSG",2.61,0.71,1.10,1.15B,12.87,22.46,20.38
"EV",6.39,3.35,2.06,4.55B,6.78,41.12,38.06
"ENTG",2.84,2.24,1.63,2.57B,5.71,18.00,16.37
"EVC",3.40,2.37,1.32,591.89M,3.64,6.70,7.10
"ENTR",N/A,N/A,0,N/A,0,N/A,3
"EVR",5.80,1.88,2.44,2.67B,2.82,67.70,53.84
"ENV",3.62,2.92,1.94,1.57B,13.86,36.65,36.73
"EW",7.26,6.82,1.81,19.56B,0.73,91.39,105.03
"ENZ",3.57,3.04,0.00,314.30M,5.69,6.83,6.08
"EWBC",2.12,6.53,1.81,7.23B,0.92,49.60,38.50
"ENZN",0.701,1.420,0.000,14.63M,1.030,0.342,0.390
"EXAC",1.59,1.53,2.29,389.35M,4.94,27.35,26.71
"EOG",4.86,8.59,-0.22,59.65B,2.17,104.00,90.24
"EXAM",N/A,N/A,0.00,N/A,0.00,35.06,35.01
"EP",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EXAR",2.18,3.39,2.32,516.52M,2.82,10.37,8.91
"EPAX",N/A,N/A,0.00,N/A,0.00,N/A,2.56
"EXAS",4.29,19.79,-0.37,1.52B,9.37,14.34,15.83
"EPAY",3.22,2.70,1.65,923.85M,9.64,24.41,22.84
"EXBD",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EPHC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EXC",1.27,1.09,8.52,33.01B,2.95,35.72,34.24
"EPIQ",N/A,N/A,0.00,N/A,0.00,N/A,15.53
"EXEL",149.91,38.85,1.42,4.67B,2.18,16.79,11.56
"EPL",N/A,N/A,0,N/A,0,N/A,0
"EXH",N/A,N/A,0,N/A,0,N/A,27
"EPM",4.61,11.84,0.00,321.02M,1.76,9.65,6.61
"EXL",N/A,N/A,0,N/A,0,16,15
"EPOC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EXLS",3.29,2.52,1.52,1.70B,1.72,50.79,49.64
"EPR",2.02,9.54,3.21,4.54B,4.72,69.62,75.83
"EXM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EQIX",N/A,N/A,0.00,N/A,0.00,350.00,0.00
"EXP",4.32,4.09,2.94,4.80B,2.66,98.33,82.93
"EQR",2.32,9.28,2.06,23.45B,3.47,64.05,64.40
"EXPD",5.26,1.61,3.61,9.81B,6.16,53.95,50.83
"EQT",1.86,6.67,18.60,11.36B,6.20,65.07,71.63
"EXPE",4.50,2.09,0.91,17.44B,6.25,116.66,115.93
"EQY",2.35,11.66,4.87,4.42B,0.83,30.05,30.40
"EXPO",5.91,5.32,3.04,1.56B,10.56,61.60,54.76
"ERIE",6.95,N/A,2.86,5.90B,7.32,111.50,101.25
"EXPR",1.47,0.39,1.16,908.67M,1.84,11.45,13.29
"ERII",10.64,11.73,-59.65,617.74M,5.26,11.89,11.76
"EXR",4.24,9.63,5.41,9.43B,4.51,74.20,81.05
"ERT",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EXTR",5.92,1.02,0.77,537.41M,4.03,5.03,4.07
"ERTS",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"EXXI",N/A,N/A,0.00,N/A,0.00,N/A,1.07
"ES",1.63,2.29,3.09,17.45B,2.35,54.57,55.25
"EZPW",0.95,0.77,3.78,557.00M,10.04,10.40,9.65
"ESBF",N/A,N/A,0,N/A,0,N/A,0
"F",1.59,0.33,4.42,50.31B,3.22,12.63,12.48
"ESC",N/A,N/A,0,N/A,0,N/A,0
"FAF",1.36,0.75,1.66,4.06B,4.05,37.30,39.84
"ESE",2.39,2.57,1.66,1.49B,2.11,57.10,45.75
"FALC",N/A,0.8128,0.0000,25.33M,7.9700,0.6000,0.9565
"ESGR",1.37,3.13,1.65,3.94B,5.95,197.75,169.52
"FARM",3.12,1.07,1.12,571.39M,8.29,35.05,32.44
"ESI",N/A,N/A,0.000,N/A,0.000,0.358,2.111
"FARO",1.83,1.94,3.25,626.94M,3.99,37.90,34.76
"ESIO",1.28,1.22,-0.52,206.47M,3.58,6.49,5.76
"FAST",7.27,3.53,3.41,13.88B,6.67,48.05,43.18
"ESL",1.66,1.34,1.65,2.69B,2.58,90.50,73.01
"FBC",1.17,1.87,5.54,1.50B,7.19,26.56,26.74
"ESRX",2.76,0.42,0.82,42.69B,4.22,69.92,73.87
"FBCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"ESS",2.44,11.26,6.52,15.00B,4.16,227.00,220.57
"FBN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FBNC",1.53,3.80,2.47,556.29M,10.22,27.21,20.28
"FIZZ",8.75,3.06,0.92,2.36B,10.50,50.05,52.27
"FC",3.05,1.43,3.24,287.54M,4.30,20.80,17.22
"FL",3.79,1.30,1.72,9.97B,4.16,75.44,64.31
"FCBC",1.53,4.60,4.21,517.65M,8.59,30.39,24.24
"FLDM",3.48,2.15,0.38,232.94M,9.35,8.12,8.11
"FCE.A",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FLIC",2.13,7.41,2.94,669.10M,5.36,28.15,31.53
"FCEL",0.52,0.48,-0.07,70.43M,5.79,1.95,4.77
"FLIR",2.98,3.03,1.22,4.92B,1.19,36.22,32.06
"FCF",1.62,5.35,3.89,1.24B,10.24,13.68,10.26
"FLO",3.39,1.02,2.93,3.99B,11.71,19.20,16.62
"FCFS",1.59,2.79,1.92,2.25B,3.23,47.00,48.57
"FLOW",1.58,0.61,-2.28,1.33B,1.82,30.97,28.44
"FCH",N/A,1.27,-5.12,1.12B,5.88,8.11,6.66
"FLR",2.46,0.42,2.54,7.54B,2.36,54.97,51.56
"FCN",1.51,1.03,1.66,1.86B,7.15,45.20,42.98
"FLS",3.69,1.50,2.87,6.33B,6.19,48.20,47.10
"FCNCA",1.40,3.20,0.00,4.32B,4.80,359.04,287.35
"FLT",4.32,7.86,1.45,13.27B,1.42,148.04,157.49
"FCS",N/A,N/A,0.00,N/A,0.00,N/A,19.88
"FLWS",2.99,0.57,1.09,688.71M,7.23,10.35,9.39
"FCX",3.98,1.24,1.97,18.45B,1.92,13.83,11.85
"FMBI",1.55,4.22,2.88,1.98B,2.73,24.17,19.76
"FDEF",1.54,4.09,1.79,457.58M,3.83,50.22,43.01
"FMC",3.69,2.32,1.87,7.65B,3.87,57.48,49.27
"FDML",1.99,0.23,0.00,1.69B,14.96,10.00,9.16
"FMD",N/A,N/A,0.00,N/A,0.00,5.05,4.21
"FDO",N/A,N/A,0.00,N/A,0.00,79.39,78.48
"FMER",N/A,N/A,0.00,N/A,0.00,N/A,21.07
"FDP",1.74,0.79,1.92,3.16B,4.15,61.72,58.70
"FN",2.59,1.39,1.44,1.55B,2.70,41.24,39.97
"FDS",12.80,5.86,2.40,6.60B,8.69,165.34,164.87
"FNB",1.32,4.56,4.03,3.28B,9.65,15.63,13.04
"FDX",3.69,0.99,1.72,52.52B,2.53,196.48,170.12
"FNF",1.59,1.00,0.81,9.34B,2.68,34.39,35.90
"FE",1.18,0.94,-2.28,13.47B,2.18,31.78,33.23
"FNFG",N/A,N/A,0.00,N/A,0.00,10.18,0.00
"FEIC",N/A,N/A,0.00,N/A,0.00,N/A,98.82
"FNGN",3.15,5.85,1.29,2.30B,24.59,36.80,29.50
"FELE",2.97,1.98,0.62,1.83B,5.37,39.80,37.71
"FNLC",1.92,6.33,0.00,336.68M,10.97,31.36,23.51
"FF",1.44,2.84,1.27,615.59M,1.14,14.12,11.79
"FNSR",2.76,2.58,0.83,3.47B,4.78,31.17,24.53
"FFBC",2.01,5.28,15.02,1.74B,1.89,27.95,22.02
"FO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FFCH",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FOE",3.98,1.09,0.79,1.24B,2.93,14.72,13.67
"FFG",1.49,2.69,1.31,1.99B,3.95,78.30,65.67
"FOLD",2.05,323.86,-0.09,697.40M,6.64,4.84,6.86
"FFIC",1.60,4.07,4.54,829.18M,5.17,28.38,22.90
"FOR",0.87,1.59,1.96,448.39M,13.14,13.15,12.11
"FFIN",3.36,9.78,2.85,2.96B,27.95,44.55,36.74
"FORM",1.96,2.45,1.31,827.76M,5.40,11.50,9.92
"FFIV",7.97,4.74,1.57,9.48B,4.77,144.64,125.27
"FORR",5.49,2.43,2.93,799.77M,2.77,43.10,39.04
"FFN",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FOSL",1.43,0.45,-2.38,1.36B,6.65,28.87,29.80
"FHCO",0.8834,1.4587,0.0000,31.02M,2.1500,1.0300,1.2117
"FPIC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FHN",1.95,3.69,2.16,4.61B,5.68,19.65,15.55
"FPO",1.37,3.64,0.00,611.71M,3.67,10.42,9.46
"FIBK",1.91,4.90,2.20,1.88B,6.21,41.75,31.64
"FPTB",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FICO",8.37,4.24,3.33,3.75B,3.39,120.91,120.23
"FR",2.64,8.63,2.80,3.25B,4.45,27.56,27.36
"FII",3.97,2.46,1.04,2.72B,5.16,27.33,29.75
"FRC",2.51,6.47,1.41,13.53B,2.81,88.78,75.35
"FINL",1.77,0.47,1.01,920.35M,8.66,22.43,21.65
"FRED",1.21,0.20,-2.86,417.22M,11.82,11.50,12.11
"FIRE",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FRF",N/A,N/A,0,N/A,0,N/A,10
"FIS",2.60,2.90,1.42,24.97B,2.37,76.64,76.67
"FRM",N/A,N/A,0,N/A,0,N/A,7
"FISI",1.55,3.84,2.03,477.24M,1.21,33.25,27.62
"FRME",1.63,5.37,2.72,1.49B,2.42,35.97,27.93
"FISV",9.07,4.27,1.89,23.30B,3.44,107.03,103.89
"FRNK",N/A,N/A,0,N/A,0,N/A,21
"FITB",1.31,3.33,9.03,20.58B,2.69,26.80,20.71
"FRO",0.83,1.59,0.61,1.11B,6.45,7.43,7.76
"FIX",3.51,0.79,1.97,1.28B,2.25,34.30,30.46
"FRP",N/A,0.63,-4.21,513.20M,11.30,19.35,15.27
"FRPT",3.27,2.50,-4.80,318.00M,18.07,10.15,9.41
"GCAP",1.15,0.87,0.61,341.21M,4.47,6.91,6.28
"FRT",5.13,12.74,8.10,10.20B,3.64,140.26,153.54
"GCI",1.11,0.40,0.00,1.17B,3.66,10.11,11.83
"FRX",N/A,N/A,0,N/A,0,N/A,0
"GCO",1.51,0.45,1.71,1.32B,10.66,65.50,62.41
"FSC",N/A,N/A,4.82,N/A,0.00,5.38,5.53
"GCOM",N/A,N/A,0,N/A,0,N/A,0
"FSCI",N/A,N/A,0,N/A,0,N/A,0
"GD",4.68,1.71,2.46,53.08B,1.46,174.41,152.37
"FSII",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GDI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FSL",N/A,N/A,0,N/A,0,N/A,38
"GDOT",1.79,1.70,1.21,1.19B,4.75,23.98,23.18
"FSLR",0.61,1.07,-0.23,3.63B,3.36,35.11,40.29
"GDP",N/A,N/A,0.00,N/A,0.00,N/A,0.70
"FSP",1.43,5.66,0.00,1.39B,4.27,12.87,12.24
"GE",3.43,2.28,1.78,282.38B,2.78,31.75,30.59
"FSR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GEF",2.69,0.77,2.09,2.54B,5.84,53.37,44.99
"FSS",2.34,1.31,1.54,947.70M,2.28,15.65,13.55
"GEN",N/A,0.07,-0.34,380.93M,5.02,4.18,2.52
"FST",N/A,N/A,0,N/A,0,N/A,37
"GEO",2.65,1.21,1.23,2.57B,2.68,34.60,29.10
"FSTR",0.87,0.30,-1.84,154.34M,3.34,14.90,11.80
"GEOI",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FSYS",N/A,N/A,0.00,N/A,0.00,5.40,4.90
"GEOY",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FTEK",0.53,0.43,0.00,28.14M,1.33,1.18,1.42
"GERN",2.64,54.16,-2.21,337.39M,21.26,2.14,2.44
"FTI",2.94,1.61,-2.59,7.82B,3.30,34.90,29.52
"GES",1.07,0.49,6.45,1.07B,4.84,12.61,14.86
"FTK",1.96,2.00,-5.06,594.81M,14.39,10.40,13.45
"GET",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FTNT",6.28,4.26,2.07,5.15B,1.35,29.77,33.37
"GEVO",0.4554,1.0635,-0.0100,28.56M,1.7300,0.2318,0.4746
"FTO",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GFF",2.47,0.52,2.57,1.03B,9.48,25.20,18.05
"FTR",0.88,0.53,-4.88,4.19B,9.57,3.56,4.39
"GFIG",N/A,N/A,0.00,N/A,0.00,N/A,6.10
"FUBC",N/A,N/A,0,N/A,0,N/A,9
"GGC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"FUL",2.56,1.18,1.97,2.45B,4.20,48.72,46.19
"GGG",6.50,3.54,3.62,4.68B,10.41,83.05,76.96
"FULT",1.53,4.68,-8.81,3.32B,4.05,18.85,14.87
"GGP",2.69,9.04,3.46,23.15B,3.57,26.09,27.94
"FUR",N/A,N/A,0.00,N/A,0.00,9.33,11.33
"GGS",N/A,N/A,0,N/A,0,N/A,1
"FURX",N/A,N/A,0,N/A,0,N/A,0
"GHDX",7.18,3.24,-12.29,1.02B,5.36,30.98,28.63
"FVE",0.82,0.12,-0.43,138.63M,0.71,2.80,2.30
"GHL",2.80,2.58,0.78,817.37M,10.47,27.00,22.31
"FWRD",2.95,1.51,1.87,1.47B,3.06,48.24,45.39
"GHM",2.00,2.64,4.10,219.03M,4.69,22.56,19.26
"FXCB",N/A,N/A,0.00,N/A,0.00,N/A,19.67
"GIFI",0.63,0.59,0.76,181.59M,3.67,11.50,8.96
"FXCM",N/A,0.18,0.00,47.34M,24.79,8.75,8.75
"GIII",1.44,0.64,1.43,1.50B,9.17,30.44,35.87
"FXEN",N/A,N/A,0.00,N/A,0.00,N/A,1.02
"GILD",5.81,3.09,-10.09,98.02B,1.57,74.10,79.12
"G",3.72,1.90,1.40,4.82B,6.72,24.02,24.81
"GIS",7.69,2.31,2.96,37.29B,3.20,63.50,65.96
"GABC",2.37,6.83,2.42,811.67M,11.13,52.95,38.20
"GKNT",N/A,N/A,0.00,N/A,0.00,N/A,11.25
"GAIN",N/A,N/A,1.63,N/A,0.00,8.38,8.16
"GKSR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GAS",N/A,N/A,0.00,N/A,0.00,65.97,64.88
"GLAD",N/A,N/A,1.34,N/A,0.00,9.05,8.02
"GB",N/A,N/A,0.00,N/A,0.00,30.93,37.20
"GLBC",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GBCI",2.46,6.85,2.31,2.78B,7.58,36.89,29.18
"GLBL",0.47,4.78,0.04,466.84M,4.97,3.55,3.55
"GBDC",N/A,N/A,1.42,N/A,0.00,18.05,18.34
"GLCH",0.11,3.50,0.00,8.34M,0.10,1.35,1.33
"GBL",N/A,2.68,0.00,930.24M,11.39,31.68,31.64
"GLDD",1.08,0.35,-11.25,265.09M,3.21,4.50,4.12
"GBLI",0.84,1.28,3.01,665.81M,9.61,37.59,30.92
"GLF",0.09,0.31,-0.06,47.24M,15.08,1.70,2.32
"GBX",1.35,0.44,1.30,1.22B,17.37,41.85,33.50
"GLNG",1.38,28.90,0.17,2.26B,6.88,23.65,20.27
"GCA",N/A,N/A,0,N/A,0,N/A,7
"GLPW",0.280,0.146,0.000,78.60M,2.400,4.590,3.633
"GLRE",1.07,1.84,2.78,885.57M,8.90,23.65,20.75
"GRT",N/A,N/A,0,N/A,0,N/A,0
"GLT",1.52,0.64,2.06,1.07B,4.62,24.13,21.43
"GS",1.32,3.37,0.79,100.12B,1.38,238.90,173.65
"GLUU",1.17,1.35,-0.37,285.61M,7.03,2.17,2.23
"GSAT",4.45,11.93,-0.70,1.46B,12.05,1.05,1.15
"GLW",1.50,2.53,0.96,23.17B,3.91,24.30,22.50
"GSBC",1.81,4.04,2.93,762.50M,3.41,54.75,42.15
"GM",1.22,0.34,0.72,55.49B,3.02,36.37,31.69
"GSIG",N/A,N/A,0.00,N/A,0.00,14.77,13.53
"GMAN",0.58,0.02,-0.07,12.86M,48.92,0.67,1.06
"GSIT",1.42,2.36,3.51,121.96M,0.43,5.99,4.83
"GMCR",N/A,N/A,0.00,N/A,0.00,N/A,69.10
"GSM",1.62,1.27,-2.97,1.91B,3.52,11.01,9.36
"GME",1.23,0.28,0.92,2.64B,6.53,25.42,27.02
"GSOL",1.41,1.37,0.00,218.37M,8.02,9.20,8.68
"GMO",0.2674,N/A,0.0000,28.36M,0.0500,0.2698,0.3064
"GSS",N/A,1.0192,3.6700,218.09M,3.8700,0.6959,0.7631
"GMR",N/A,N/A,0.00,N/A,0.00,N/A,0.00
"GST",N/A,2.90,-0.09,181.02M,5.62,1.34,1.02
"GMT",N/A,N/A,0.00,N/A,0.00,43.97,44.02
"GT",1.89,0.55,1.29,8.36B,5.74,32.34,29.39
"GMXR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GTI",N/A,N/A,0,N/A,0,N/A,5
"GNC",2.53,0.35,-0.78,887.14M,3.93,13.02,20.33
"GTIV",N/A,N/A,0,N/A,0,N/A,19
"GNCMA",10.68,0.69,4.39,664.61M,7.05,18.02,15.10
"GTLS",1.63,1.28,1.82,1.16B,5.40,37.79,30.20
"GNET",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GTN",1.66,1.02,1.90,751.14M,3.04,10.55,10.50
"GNK",0.07,0.48,-0.14,59.12M,0.93,8.35,5.88
"GTS",0.66,0.19,12.99,563.07M,12.87,23.46,23.00
"GNOM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GTXI",7.92,N/A,0.00,105.54M,3.51,6.91,1.09
"GNRC",6.40,1.91,1.51,2.64B,10.72,41.48,37.46
"GTY",2.00,7.31,0.00,862.39M,5.89,24.83,22.82
"GNTX",3.10,3.45,1.46,5.73B,11.57,20.07,17.30
"GUID",N/A,1.96,-3.31,212.66M,4.81,7.35,6.07
"GNW",0.13,0.23,8.82,1.93B,1.75,3.88,3.98
"GVA",2.60,0.91,5.20,2.27B,3.26,57.19,49.30
"GOK",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GWR",1.52,2.02,4.19,4.14B,0.03,69.71,67.16
"GOOD",N/A,N/A,0.00,N/A,0.00,18.94,0.00
"GWW",6.84,1.38,4.00,14.11B,12.66,234.63,223.07
"GOOG",4.06,6.37,1.23,547.39B,1.18,790.80,757.92
"GXP",1.14,1.61,1.93,4.30B,2.99,27.71,28.25
"GORO",1.93,2.48,0.00,226.26M,1.68,3.80,5.17
"GY",N/A,N/A,0,N/A,0,21,18
"GOV",N/A,N/A,0.00,N/A,0.00,18.78,0.00
"H",1.93,2.90,4.48,7.44B,7.32,57.69,51.25
"GPC",4.39,0.96,4.87,14.66B,4.10,97.98,98.28
"HA",4.60,1.28,0.74,3.09B,5.77,57.35,45.89
"GPI",1.80,0.15,0.61,1.61B,9.16,77.81,61.71
"HAE",2.82,2.33,2.74,2.08B,4.68,40.92,34.60
"GPK",3.62,0.94,1.01,4.03B,0.88,12.62,13.33
"HAFC",2.01,5.30,2.39,1.08B,2.94,33.40,26.07
"GPN",3.93,3.50,0.88,10.88B,4.10,70.29,73.94
"HAIN",2.23,1.42,2.12,4.07B,4.91,39.66,42.20
"GPOR",1.58,5.45,0.85,2.86B,4.31,21.71,28.23
"HAL",4.82,2.75,-50.69,46.44B,2.24,53.99,45.81
"GPRE",1.34,0.35,1.80,1.12B,7.75,29.65,23.73
"HALL",0.77,0.56,3.04,210.86M,3.21,11.18,10.70
"GPRO",2.50,1.17,0.46,1.25B,5.34,9.01,12.52
"HALO",N/A,9.34,-0.27,1.45B,10.33,11.66,10.33
"GPS",3.50,0.62,2.80,9.55B,3.63,23.91,24.19
"HANS",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"GPX",2.96,0.98,1.59,486.40M,7.27,28.75,24.26
"HAR",3.09,1.10,1.03,7.71B,0.59,110.93,85.65
"GR",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HAS",5.80,2.08,1.72,9.96B,7.34,80.87,82.66
"GRA",9.58,1.56,-2.40,4.69B,1.55,66.99,72.89
"HAYN",1.77,1.35,1.85,543.66M,5.79,44.51,36.81
"GRB",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HBAN",1.52,4.58,1.68,14.20B,1.52,13.02,10.25
"GRC",2.92,2.27,2.19,869.87M,5.76,33.65,27.42
"HBHC",1.30,4.36,2.81,3.28B,6.69,41.65,32.19
"GRIF",1.70,5.49,0.00,156.32M,2.58,30.13,31.21
"HBI",6.86,1.39,0.98,8.19B,7.84,21.55,25.57
"GRM",N/A,N/A,N/A,N/A,N/A,N/A,N/A
"HBIO",1.18,0.84,1.56,85.94M,2.53,2.60,2.78
"GRMN",2.75,3.14,2.73,9.31B,11.67,48.99,48.36
"HCA",N/A,0.68,0.97,27.54B,2.57,74.16,76.26
"HCBK",N/A,N/A,0.00,N/A,0.00,N/A,9.78
"HMA",N/A,N/A,0,N/A,0,N/A,2
"HCC",N/A,N/A,0,N/A,0,N/A,71
"HME",N/A,N/A,0,N/A,0,N/A,73
"HCCI",1.83,1.04,2.03,356.32M,4.11,15.85,13.33
"HMN",1.19,1.53,1.82,1.74B,2.05,42.65,36.16
"HCKT",6.12,1.97,1.12,506.24M,2.46,17.76,15.71
"HMPR",N/A,N/A,0.00,N/A,0.00,N/A,1.77
"HCN",1.71,5.72,9.67,24.06B,4.51,65.18,71.97
"HMSY",2.74,3.12,1.70,1.55B,2.53,18.27,19.95
"HCP",1.48,5.19,8.45,14.18B,4.12,29.14,32.72
"HNH",1.69,0.43,0.00,328.03M,4.20,26.50,23.98
"HCSG",8.74,1.89,2.11,2.89B,10.38,39.90,38.84
"HNI",4.62,1.09,2.33,2.44B,5.43,54.36,48.19
"HD",29.32,1.76,1.56,164.99B,1.22,135.11,130.38
"HNR",16.95,N/A,0.00,65.48M,5.86,5.90,1.63
"HDY",N/A,N/A,0,N/A,0,1,1
"HNRG",1.15,0.93,0.00,262.53M,0.83,8.74,6.79
"HE",1.75,1.52,6.93,3.67B,3.46,33.37,30.91
"HNSN",N/A,N/A,0.00,N/A,0.00,N/A,3.26
"HEES",5.84,0.81,1.59,808.12M,3.68,23.16,17.63
"HNT",N/A,N/A,0.00,N/A,0.00,N/A,64.16
